"","Geneid","E4_cpm","E5_cpm","E6_cpm","CPM_mean_E46","L4_CPM","L5_CPM","L6_CPM","CPM_mean_UN46"
"84","slco1d1",7055.31034420445,6927.9050179792,7166.74218479583,7049.98584899316,253.852923154735,300.412241845888,237.221245611984,263.828803537536
"85","hspa5",4415.97282144648,1053.07914088568,1055.68264870736,2174.91153701317,149.984966000768,39.0848823821476,34.4381269683512,74.5026584504223
"86","hspb1",76.8010987074827,49.7262625935404,86.8919586615605,71.1397733208612,3.78694742997811,2.38041523349032,3.65728513383129,3.27488259909991
"87","prdx4",4046.5143595466,3061.40464543717,4407.92249729129,3838.61383409169,106.052734517416,92.4906499593256,104.114902543789,100.88609567351
"88","ugt2b1",181.250592949659,209.109462567624,166.064741750199,185.474932422494,5.62580171088095,8.25466572903902,4.33223475080444,6.07090073024147
"89","ugt2b5",56.7424588097637,82.3641841329489,50.0721742916068,63.0596057447731,2.13015792936269,2.57238420393309,1.8521873209961,2.18490981809729
"90","ugt2b6",203.477734457942,175.985616638051,221.601819102282,200.355056732758,5.48014988665102,5.49031255466316,5.28972141674311,5.4200612860191
"91","gstt2",227.511960641696,183.84139427905,223.99271419124,211.782023037329,12.5442633618025,11.6909102999646,12.2589686245589,12.164714095442
"92","hspb8",111.135707541416,121.319122744501,130.337937992341,120.930922759419,11.7795912845954,14.3784758861633,10.2341197736395,12.1307289814661
"93","slc39a14",55.6582080044816,55.0714308853542,59.4308207826711,56.720153224169,1.65678950061542,2.55318730688881,2.35447540804589,2.18815073851671
"94","npas2",27.9194582360143,31.990022352522,30.6034571386628,30.1709792423997,2.67635227022492,4.47287701131649,3.06081803045966,3.40334910400036
"95","abca2",15.3602197414965,8.74663902296803,21.5863670888782,15.2310752844476,0.801085033264601,0.499119323151197,1.36559573666662,0.888600031027473
"96","cyp1d1",363.766145172147,442.839094236937,358.634263343705,388.413167584263,13.3999678291533,20.9822084693945,13.8600119020302,16.0807294001927
"97","abcb9",33.3407122624248,9.88046260001944,43.2410454660124,28.8207401094855,0.837497989322083,0.42233173497409,1.28711322306509,0.848980982453754
"98","ar",734.579920578629,930.302244970683,532.554803243338,732.47898959755,56.9316567958729,98.4224911460071,43.5734915515693,66.3092131644831
"99","hsd20b2",300.427827296918,144.805468269137,254.117992312111,233.117095959389,15.0567573297687,9.73282680144834,12.8083462197697,12.5326434503289
"100","akr1a1a",675.307543223206,432.715669441835,659.887044552417,589.303419072486,23.0676076624148,16.0294090319711,19.1026438106123,19.3998868349994
"101","slc30a5",702.594521822806,334.234993035084,434.664727172571,490.49808067682,14.9111055055388,11.0190189034149,9.84170720563183,11.9239438715285
